region,date,confirm
Trentino-Alto Adige,2/9/2021,885
Trentino-Alto Adige,2/9/2021,0
Trentino-Alto Adige,2/10/2021,1094
Trentino-Alto Adige,2/10/2021,0
Trentino-Alto Adige,2/11/2021,933
Trentino-Alto Adige,2/11/2021,0
Trentino-Alto Adige,2/12/2021,859
Trentino-Alto Adige,2/12/2021,0
Trentino-Alto Adige,2/13/2021,860
Trentino-Alto Adige,2/13/2021,0
Trentino-Alto Adige,2/14/2021,562
Trentino-Alto Adige,2/14/2021,0
Trentino-Alto Adige,2/15/2021,238
Trentino-Alto Adige,2/15/2021,0
Trentino-Alto Adige,2/16/2021,759
Trentino-Alto Adige,2/16/2021,0
Trentino-Alto Adige,2/17/2021,761
Trentino-Alto Adige,2/17/2021,0
Trentino-Alto Adige,2/18/2021,770
Trentino-Alto Adige,2/18/2021,0
Trentino-Alto Adige,2/19/2021,780
Trentino-Alto Adige,2/19/2021,0
Trentino-Alto Adige,2/20/2021,789
Trentino-Alto Adige,2/20/2021,0
Trentino-Alto Adige,2/21/2021,572
Trentino-Alto Adige,2/21/2021,0
Trentino-Alto Adige,2/22/2021,243
Trentino-Alto Adige,2/22/2021,0
Trentino-Alto Adige,2/23/2021,606
Trentino-Alto Adige,2/23/2021,0
Trentino-Alto Adige,2/24/2021,712
Trentino-Alto Adige,2/24/2021,0
Trentino-Alto Adige,2/25/2021,761
Trentino-Alto Adige,2/25/2021,0
Trentino-Alto Adige,2/26/2021,701
Trentino-Alto Adige,2/26/2021,0
Trentino-Alto Adige,2/27/2021,712
Trentino-Alto Adige,2/27/2021,0
Trentino-Alto Adige,2/28/2021,555
Trentino-Alto Adige,2/28/2021,0
Trentino-Alto Adige,3/1/2021,178
Trentino-Alto Adige,3/1/2021,0
Trentino-Alto Adige,3/2/2021,456
Trentino-Alto Adige,3/2/2021,0
Trentino-Alto Adige,3/3/2021,637
Trentino-Alto Adige,3/3/2021,0
Umbria,1/1/2021,228
Umbria,1/2/2021,50
Umbria,1/3/2021,202
Umbria,1/4/2021,54
Umbria,1/5/2021,234
Umbria,1/6/2021,347
Umbria,1/7/2021,64
Umbria,1/8/2021,215
Umbria,1/9/2021,295
Umbria,1/10/2021,257
Umbria,1/11/2021,49
Umbria,1/12/2021,205
Umbria,1/13/2021,307
Umbria,1/14/2021,210
Umbria,1/15/2021,232
Umbria,1/16/2021,241
Umbria,1/17/2021,153
Umbria,1/18/2021,94
Umbria,1/19/2021,225
Umbria,1/20/2021,277
Umbria,1/21/2021,286
Umbria,1/22/2021,305
Umbria,1/23/2021,332
Umbria,1/24/2021,247
Umbria,1/25/2021,66
Umbria,1/26/2021,275
Umbria,1/27/2021,415
Umbria,1/28/2021,369
Umbria,1/29/2021,335
Umbria,1/30/2021,228
Umbria,1/31/2021,294
Umbria,2/1/2021,143
Umbria,2/2/2021,283
Umbria,2/3/2021,458
Umbria,2/4/2021,373
Umbria,2/5/2021,443
Umbria,2/6/2021,351
Umbria,2/7/2021,382
Umbria,2/8/2021,190
Umbria,2/9/2021,375
Umbria,2/10/2021,415
Umbria,2/11/2021,363
Umbria,2/12/2021,494
Umbria,2/13/2021,346
Umbria,2/14/2021,292
Umbria,2/15/2021,109
Umbria,2/16/2021,233
Umbria,2/17/2021,438
Umbria,2/18/2021,319
Umbria,2/19/2021,301
Umbria,2/20/2021,363
Umbria,2/21/2021,270
Umbria,2/22/2021,97
Umbria,2/23/2021,262
Umbria,2/24/2021,292
Umbria,2/25/2021,267
Umbria,2/26/2021,331
Umbria,2/27/2021,230
Umbria,2/28/2021,212
Umbria,3/1/2021,79
Umbria,3/2/2021,289
Umbria,3/3/2021,301
Valle d'Aosta,1/1/2021,17
Valle d'Aosta,1/2/2021,7
Valle d'Aosta,1/3/2021,35
Valle d'Aosta,1/4/2021,27
Valle d'Aosta,1/5/2021,21
Valle d'Aosta,1/6/2021,26
Valle d'Aosta,1/7/2021,33
Valle d'Aosta,1/8/2021,25
Valle d'Aosta,1/9/2021,22
Valle d'Aosta,1/10/2021,19
Valle d'Aosta,1/11/2021,27
Valle d'Aosta,1/12/2021,14
Valle d'Aosta,1/13/2021,19
Valle d'Aosta,1/14/2021,16
Valle d'Aosta,1/15/2021,20
Valle d'Aosta,1/16/2021,20
Valle d'Aosta,1/17/2021,18
Valle d'Aosta,1/18/2021,11
Valle d'Aosta,1/19/2021,34
Valle d'Aosta,1/20/2021,14
Valle d'Aosta,1/21/2021,0
Valle d'Aosta,1/22/2021,19
Valle d'Aosta,1/23/2021,5
Valle d'Aosta,1/24/2021,17
Valle d'Aosta,1/25/2021,8
Valle d'Aosta,1/26/2021,2
Valle d'Aosta,1/27/2021,17
Valle d'Aosta,1/28/2021,8
Valle d'Aosta,1/29/2021,8
Valle d'Aosta,1/30/2021,1
Valle d'Aosta,1/31/2021,16
Valle d'Aosta,2/1/2021,3
Valle d'Aosta,2/2/2021,4
Valle d'Aosta,2/3/2021,11
Valle d'Aosta,2/4/2021,11
Valle d'Aosta,2/5/2021,8
Valle d'Aosta,2/6/2021,8
Valle d'Aosta,2/7/2021,1
Valle d'Aosta,2/8/2021,13
Valle d'Aosta,2/9/2021,14
Valle d'Aosta,2/10/2021,7
Valle d'Aosta,2/11/2021,9
Valle d'Aosta,2/12/2021,9
Valle d'Aosta,2/13/2021,9
Valle d'Aosta,2/14/2021,5
Valle d'Aosta,2/15/2021,9
Valle d'Aosta,2/16/2021,4
Valle d'Aosta,2/17/2021,14
Valle d'Aosta,2/18/2021,11
Valle d'Aosta,2/19/2021,8
Valle d'Aosta,2/20/2021,4
Valle d'Aosta,2/21/2021,5
Valle d'Aosta,2/22/2021,14
Valle d'Aosta,2/23/2021,4
Valle d'Aosta,2/24/2021,14
Valle d'Aosta,2/25/2021,2
Valle d'Aosta,2/26/2021,13
Valle d'Aosta,2/27/2021,10
Valle d'Aosta,2/28/2021,33
Valle d'Aosta,3/1/2021,3
Valle d'Aosta,3/2/2021,6
Valle d'Aosta,3/3/2021,9
Veneto,1/1/2021,4805
Veneto,1/2/2021,3165
Veneto,1/3/2021,3419
Veneto,1/4/2021,1682
Veneto,1/5/2021,3151
Veneto,1/6/2021,3638
Veneto,1/7/2021,3596
Veneto,1/8/2021,3388
Veneto,1/9/2021,3100
Veneto,1/10/2021,2167
Veneto,1/11/2021,1715
Veneto,1/12/2021,2134
Veneto,1/13/2021,1884
Veneto,1/14/2021,2076
Veneto,1/15/2021,1079
Veneto,1/16/2021,1929
Veneto,1/17/2021,1369
Veneto,1/18/2021,998
Veneto,1/19/2021,957
Veneto,1/20/2021,1359
Veneto,1/21/2021,1003
Veneto,1/22/2021,1198
Veneto,1/23/2021,1030
Veneto,1/24/2021,956
Veneto,1/25/2021,533
Veneto,1/26/2021,746
Veneto,1/27/2021,2385
Veneto,1/28/2021,572
Veneto,1/29/2021,985
Veneto,1/30/2021,792
Veneto,1/31/2021,499
Veneto,2/1/2021,510
Veneto,2/2/2021,621
Veneto,2/3/2021,629
Veneto,2/4/2021,896
Veneto,2/5/2021,668
Veneto,2/6/2021,831
Veneto,2/7/2021,496
Veneto,2/8/2021,442
Veneto,2/9/2021,701
Veneto,2/10/2021,828
Veneto,2/11/2021,708
Veneto,2/12/2021,756
Veneto,2/13/2021,689
Veneto,2/14/2021,515
Veneto,2/15/2021,241
Veneto,2/16/2021,638
Veneto,2/17/2021,492
Veneto,2/18/2021,1042
Veneto,2/19/2021,657
Veneto,2/20/2021,1244
Veneto,2/21/2021,718
Veneto,2/22/2021,509
Veneto,2/23/2021,1062
Veneto,2/24/2021,895
Veneto,2/25/2021,1304
Veneto,2/26/2021,1174
Veneto,2/27/2021,1285
Veneto,2/28/2021,911
Veneto,3/1/2021,603
Veneto,3/2/2021,1228
Veneto,3/3/2021,1272
